Title,Short Name,HSN Code,Barcode,Tax,MRP,Sale Price,Opening Stock,Purchase Price,Weight,Item Category,Company,Sub Category,Item Company Category,Minimum Quantity,Maximum Quantity,Reorder Quantity
MORDE DARK CHOCOCHIP 100GM,MORDE DARK CHOCOCHIP,19053100,04329,GST @18%,25.00,25.00,6.000,17.00,0.000,CHOCOLATES;SWEETS AND CANDIES,MORDE,CHOCOLATES,,,,
BRITANNIA CHEESE SLICES 480GM(24 SLICES),BRI.CHEESE SLICES 24,4063000,8901063401457,GST @12%,350.00,350.00,0.000,279.02,0.000,BREAD AND DAIRY,BRITANNIA ,DAIRY PRODUCTS,,,,
ACT II POPCORN BUTTER PEPPER 70GM,ACT II BUTTER PEPER,20081990,8901512540508,GST @12%,30.00,30.00,16.000,24.35,0.000,SNACKS;CHIPS,,SNACKS,,,,
AMUL CHEESE SPREAD JEERA 200GM,AMUL CHE SPR JEERA,40600000,8901262060073,GST @12%,80.00,80.00,0.000,66.12,0.000,BREAD AND DAIRY,AMUL,DAIRY PRODUCTS,,,,
SUNFEAST BUTTER COOKIES 150GM,SUNFEAST BUTTER COOK,0,8901725133405,GST @12%,20.00,20.00,0.000,15.93,0.000,BISCUITS,SUNFEAST,COOKIES,,,,
BAAZ BIG,BAAZ BIG,73269099,04345,GST @0%,15.00,15.00,0.000,8.00,0.000,,,,,,,
BAAZ SMALL,BAAZ SMALL,73269099,04346,GST @0%,10.00,10.00,0.000,4.00,0.000,,,,,,,
NALA PANI,NALA PANI,3923,04347,GST @0%,10.00,10.00,8.000,4.00,0.000,,,,,,,
BORO PLUS ANTISEPTIC CREAM 80ML,BORO PLUS ANTISEPTIC,30049011,8901248101301,GST @12%,100.00,100.00,1.000,81.17,0.000,PERSONAL CARE,BORO PLUS,SKIN CARE,,,,
CLOTH BRUSH RS.50,CLOTH BRUSH RS.50,0,04355,Tax 5%,50.00,50.00,0.000,33.00,0.000,HOUSEHOLD;KITCHEN;BATHROOM,,HOUSEHOLD ACCESSORIES,,,,
ACT II MOVIE THEATRE BUTTER FLAVOUR 70GM,ACT II MOVIE THEATRE,0,8901512556301,GST @12%,33.00,33.00,0.000,26.67,0.000,SNACKS;CHIPS,,SNACKS,,,,
NISSIN CUP NOODLES SPICY CHICKEN 75GM,NI CUP NDLS CHI,19021900,8901014004935,GST @12%,40.00,40.00,0.000,32.18,0.000,NOODLES;PASTA;VERMICELLI,NISSIN,CUP NOODLES,,,,
NISSIN CUP NOODLE MANCHOW 55GM,NISSIN CUP NOODLE,0,8901014004843,GST @12%,25.00,25.00,0.000,20.02,0.000,NOODLES;PASTA;VERMICELLI,NISSIN,CUP NOODLES,,,,
MCVITIES WHOLE WHEAT MARIE 100GM,MCVITIE W/W MARIE BI,19053100,8906033741595,GST @18%,15.00,15.00,0.000,11.36,0.000,BISCUITS,MC VITIES ,DIGESTIVE BISCUITS,,,,
AMUL MITHAI MATE 400GM,AMUL MITHAI MATE400G,402,8901262120029,GST @12%,105.00,105.00,0.000,85.71,0.000,BREAD AND DAIRY,AMUL,DAIRY PRODUCTS,,,,
MCVITIES CASHEW COOKIES 100GM,MCVITIES CASHEW COOK,1905,8906033743377,GST @18%,25.00,25.00,0.000,18.92,0.000,BISCUITS,MC VITIES ,DIGESTIVE BISCUITS,,,,
MCVITIES DIGESTIVE  DARK CHOCOLATE 200GM,MC VITIES DIGESTIVE,1905,5000396014877,GST @18%,158.00,158.00,1.000,111.58,0.000,BISCUITS,MC VITIES ,DIGESTIVE BISCUITS,,,,
WEIKFIELD BAKING POWDER 200GM,W. BAKING POWDER,0,04368,Tax 5%,45.00,45.00,0.000,36.98,0.000,BAKING AND DESSERT,WEIKFIELD,BAKING INGREDIENTS,,,,
REX BAKING POWDER 400GM,REX BAKING POWDER,0,04369,GST @12%,65.00,65.00,0.000,53.01,0.000,BAKING AND DESSERT,REX,BAKING INGREDIENTS,,,,
WEIKFIELD CORNFLOUR 100GM,WEIKFIELD CORNFLOUR,11031120,8901808000044,GST @5%,25.00,25.00,2.000,19.52,0.000,BAKING AND DESSERT,WEIKFIELD,BAKING INGREDIENTS,,,,
HARNIK ICE CREAM MIX POWDER,HARNIK ICE CREAM MIX,0,8906010880286,GST @12%,35.00,35.00,0.000,24.00,0.000,FROZEN FOODS;ICE-CREAM,HARNIK,ICE CREAM,,,,
HARNIK JELLY CRYSTALS LEMON 90GM,HARNIK JELLY LEM 90G,20169099,8906010880071,GST @18%,45.00,45.00,1.000,30.50,0.000,CHOCOLATES;SWEETS AND CANDIES,HARNIK,TOFFEES AND CANDY,,,,
CATCH FLAVOURED WATER GREEN APPLE 750ML,C.FLAVOURED WATER,22021010,8908004804353,GST@ 28% with Cess,50.00,50.00,6.000,29.76,0.000,DRINKS AND BEVERAGES,CATCH,MINERAL WATER,,,,
MONGINIS VEG CAKES FRUIT 65GM,MON VEG CAKES FRUIT ,1905,8901905021171,GST @18%,15.00,15.00,0.000,11.06,0.000,BAKING AND DESSERT,MONGINIS,READY MADE CAKES,,,,
PARLE CHEESLING JAR 150GM,PARLE CHEESLING JAR,0,8901719103520,GST @12%,45.00,45.00,0.000,35.71,0.000,CHOCOLATES;SWEETS AND CANDIES,PARLE,,,,,
YAKULT MILK  65ML,YAKULT MILK  65ML,403,04387,GST @5%,12.00,12.00,16.000,9.71,0.000,BREAD AND DAIRY,YAKULT,DAIRY PRODUCTS,,,,
DRUK MANGO PANNA 500ML,DRUK MANGO PANNA 500,0,8901821001325,GST @12%,120.00,120.00,1.000,87.90,0.000,DRINKS AND BEVERAGES,DRUK,FRUIT DRINKS AND JUICES,,,,
HALDIRAMS KHUS SYRUP 1KG,HALDIRAMS KHUS SYRUP,2106,8904063270023,GST @18%,150.00,150.00,0.000,115.25,0.000,DRINKS AND BEVERAGES,HALDIRAMS,,,,,
FROOTI BOTTLE 2LTR,FROOTI BOTTLE 2LTR,22029920,8902579107017,GST @12%,98.00,98.00,0.000,72.91,0.000,DRINKS AND BEVERAGES,FROOTI,FRUIT DRINKS AND JUICES,,,,
RASNA FRUITFUN ALPHONSO MANGO 100GM,RASNA FRUITFUN MANGO,0,8901848000059,Tax 5%,40.00,40.00,2.000,34.64,0.000,DRINKS AND BEVERAGES,RASNA,,,,,
MTR CHOCOLATE DRINK 180ML,MTR CHOCOLATE DRINK,2202,8901042961224,GST @12%,45.00,45.00,1.000,36.52,0.000,DRINKS AND BEVERAGES,MTR,,,,,
TANG ORANGE 750GM,TANG ORANGE 750GM,21069050,8901233027913,GST @18%,180.00,180.00,0.000,134.51,0.000,DRINKS AND BEVERAGES,TANG,FRUIT DRINKS AND JUICES,,,,
TANG MANGO 500GM,TANG MANGO 500GM,21069050,8901233027944,GST @18%,125.00,125.00,1.000,96.30,0.000,DRINKS AND BEVERAGES,TANG,FRUIT DRINKS AND JUICES,,,,
AMUL KOOL BADAM SHAKER 200ML,AMUL KOOL BADA 250ML,2106,8901262151344,GST @18%,35.00,35.00,17.000,26.72,0.000,DRINKS AND BEVERAGES,AMUL,MILK BEVERAGES,,,,
SOFIT MILK VANILLA 1LTR,SO MILK VANILLA 1LTR,22029010,8901071359108,GST @12%,120.00,120.00,2.000,95.66,0.000,DRINKS AND BEVERAGES,SOYA FOODS,MILK BEVERAGES,,,,
SUGAR FREE GOLD 50SACHET,SUGAR FREE GOLD,2106,8901120144822,GST @12%,72.00,72.00,0.000,56.89,0.000,HEALTH,,,,,,
SUGAR FREE GOLD 25 SACHETS,SUGAR FREE GOLD,2106,8901120143948,GST @12%,44.00,44.00,4.000,34.77,0.000,HEALTH,,,,,,
AMUL FRESH CREAM 1LTR,AMUL FRESH CREAM 1LT,4015000,8901262150118,GST @0%,182.00,182.00,2.000,167.50,0.000,BREAD AND DAIRY,AMUL,DAIRY PRODUCTS,,,,
AMUL FRESH CREAM 200GM,AMUL FRESH CREAM200G,0,8901262150101,GST @0%,46.00,46.00,0.000,38.19,0.000,BREAD AND DAIRY,AMUL,DAIRY PRODUCTS,,,,
NESTLE DAHI 150GM,NESTLE DAHI 150GM,4031000,8901058134087,GST @0%,25.00,25.00,6.000,22.75,0.000,BREAD AND DAIRY,NESTLE,DAIRY PRODUCTS,,,,
VERKA KHEER 200GM,VERKA KHEER 200GM,21069092,8901826302076,GST @5%,20.00,20.00,6.000,17.86,0.000,BREAD AND DAIRY,VERKA,DAIRY PRODUCTS,,,,
SUGAR FREE NATURA 50SACHETS,SUGAR FREE NATURA 50,21069,8901120143252,GST @12%,80.00,80.00,2.000,63.21,0.000,HEALTH,,,,,,
SUGAR FREE NATURA 25SACHETS,SUGAR FREE NATURA 25,21069,8901120143221,GST @12%,42.00,42.00,4.000,33.19,0.000,HEALTH,,,,,,
BRITANNIA MILK BIKIS MILKY SANDWICH 200GM,BRIT MILKI BIKIS SAN,19053100,8901063035027,GST @18%,40.00,40.00,0.000,29.47,0.000,BISCUITS,BRITANNIA ,CREAM BISCUITS,,,,
SUGAR FREE NATURA 200 SPOONS,SUGAR FREE NATURA200,2106,8901120143214,GST @12%,135.00,135.00,0.000,106.67,0.000,HEALTH,,,,,,
RED BULL CAN SUGAR FREE 250ML,RED BULL SUGAR FREE,22029990,90162800,GST @18%,99.00,99.00,0.000,73.89,0.000,DRINKS AND BEVERAGES,RED BULL,ENERGY AND HEALTH DRINKS,,,,
SUGAR FREE GOLD 300TAB,SUGAR FREE GOLD 300T,2106,8901120143771,GST @12%,180.00,180.00,0.000,142.23,0.000,HEALTH,,,,,,
SUGAR FREE NATURA 500TAB,SUGAR FREE NATURA 50,2106,8901548430019,GST @12%,285.00,285.00,1.000,225.19,0.000,HEALTH,,,,,,
SUGAR FREE NATURA 300FELLETS,SUGAR FREE NATURA300,2106,8901120143139,GST @12%,185.00,185.00,2.000,146.18,0.000,HEALTH,,,,,,
SUGAR FREE GOLD 500PELLETS,SUGAR FREE GOLD 500P,21069,8901120143733,GST @12%,235.00,235.00,2.000,185.68,0.000,HEALTH,,,,,,
SUGAR FREE NATURA 200PELLETS,SUGAR FREE NATURA 20,2106,8901120143122,GST @12%,130.00,130.00,2.000,102.72,0.000,HEALTH,,,,,,
SUGAR FREE NATURA DIET SUGAR 80GM,SUGAR FREE NATURA,2106,8901120146710,GST @12%,225.00,225.00,2.000,177.78,0.000,HEALTH,,,,,,
SUGAR FREE GOLD 200 SPOONS,SUGAR FREE GOLD 200,2106,8901120143917,GST @12%,125.00,125.00,0.000,98.76,0.000,HEALTH,,,,,,
JABSONS ROASTED PEANUTS SPICY MASALA 150GM,JABSONS R.PEANUT S.M,20081920,8904067702537,GST @12%,50.00,50.00,3.000,35.71,0.000,SNACKS;CHIPS,JABSONS,SNACKS,,,,
JABSONS ROASTED PEANUTS HING JEERA 140GM,JABSONS R.PEANUT H.J,20081920,8904067702568,GST @12%,50.00,50.00,4.000,35.71,0.000,SNACKS;CHIPS,JABSONS,SNACKS,,,,
JABSONS ROASTED CHANA NIMBOO PUDINA 150GM,JABSONS R.CHANA N.P,21069099,8904067702506,GST @5%,50.00,50.00,0.000,38.10,0.000,SNACKS;CHIPS,JABSONS,SNACKS,,,,
JABSONS ROASTED PEANUTS CHILLY GARLIC 150GM,JABSON R.NAMKEEN C.G,20081920,8904067702544,GST @12%,50.00,50.00,4.000,35.71,0.000,SNACKS;CHIPS,JABSONS,SNACKS,,,,
JABSONS ROASTED PEANUTS CHEESE TOMATO 150GM,JAB ROS PEAN CHE TOM,20081920,04443,Tax 5%,40.00,40.00,0.000,30.48,0.000,SNACKS;CHIPS,JABSONS,SNACKS,,,,
JABSONS ROASTED CHANA BLACK PEPPER 150GM,JABSONS R.CHANNA B.P,21069099,8904067703077,GST @5%,50.00,50.00,6.000,38.10,0.000,SNACKS;CHIPS,JABSONS,SNACKS,,,,
JABSONS ROASTED CHANA SPICY MASALA 180GM,JAB R/C SPICY MASALA,21069099,8904067702483,GST @5%,50.00,50.00,10.000,38.10,0.000,SNACKS;CHIPS,JABSONS,SNACKS,,,,
HALDIRAMS CHANA JOR GARAM 200GM,H. CHANA JOR GARAM,2106,8904063200501,GST @12%,45.00,45.00,9.000,34.64,0.000,SNACKS;CHIPS,HALDIRAMS,SNACKS,,,,
HALDIRAMS NUT CRACKER 200GM,HALDIRAM NUT CRACKER,2106,8904063200198,GST @12%,45.00,45.00,0.000,34.65,0.000,SNACKS;CHIPS,HALDIRAMS,SNACKS,,,,
TATA TEA GOLD 1KG,TATA TEA GOLD 1KG,9023020,8901052000913,GST @5%,420.00,420.00,2.000,362.86,0.000,DRINKS AND BEVERAGES,TATA,TEA AND COFFEE,,,,
BROOKE BOND RED LABEL TEA 200GM,BROOKE BOND REDLABEL,0,8901030413674,Tax 5%,80.00,80.00,0.000,71.05,0.000,DRINKS AND BEVERAGES,BROOKE BOND,TEA AND COFFEE,,,,
BROOKE BOND TAAZA TEA 250GM,BROOKE BOND TAAZA TE,902,8901030456381,GST @5%,55.00,55.00,11.000,45.95,0.000,DRINKS AND BEVERAGES,BROOKE BOND,TEA AND COFFEE,,,,
TATA TEA PREMIUM 100BAGS,TATA TEA PREBAGS 100,902,8901052000722,GST @5%,100.00,100.00,0.000,70.10,0.000,DRINKS AND BEVERAGES,TATA,TEA AND COFFEE,,,,
BROOKE BOND RED LABEL 85GM,BROOKE BOND REDLABEL,0,04459,Tax 5%,35.00,35.00,0.000,30.30,0.000,DRINKS AND BEVERAGES,BROOKE BOND,TEA AND COFFEE,,,,
BROOKE BOND RED LABEL NATURAL CARE TEA 250GM,B.BOND R.LEBEL NAT.C,9023020,8901030674570,GST @5%,120.00,120.00,5.000,104.43,0.000,DRINKS AND BEVERAGES,BROOKE BOND,TEA AND COFFEE,,,,
BROOKE BOND RED LABEL SPECIAL 500GM,BROOKE BOND RED LABE,0,8901030413865,Tax 5%,233.00,233.00,0.000,207.39,0.000,DRINKS AND BEVERAGES,BROOKE BOND,TEA AND COFFEE,,,,
ORGANIC INDIA TEA TULSI ORIGINAL 100GM,ORGANIC TULSI ORIGIN,0,801541191000,Tax 5%,140.00,140.00,3.000,113.33,0.000,ORGANIC FOODS,ORGANIC ,ORGANIC TEA,,,,
ORGANIC INDIA TEA TULSI MASALA CHAI  25BAGS,O.TULSI CHAI MASALA,9092190,801541080434,GST @5%,174.00,174.00,2.000,140.86,0.000,ORGANIC FOODS,ORGANIC ,ORGANIC TEA,,,,
ORGANIC INDIA TEA TULSI  MASALA CHAI 100GM,ORG.MASALA CHAI 100G,0,801541251001,Tax 5%,175.00,175.00,0.000,141.67,0.000,ORGANIC FOODS,ORGANIC ,ORGANIC TEA,,,,
ORGANIC INDIA TEA TULSI GINGER 50GM,ORG.TEA TULSI GINGER,30049011,801541130504,Tax 5%,85.00,85.00,0.000,68.81,0.000,ORGANIC FOODS,ORGANIC ,ORGANIC TEA,,,,
NOURISH ORGANICS BROWN RICE COOKIES 100GM,N.O BROWN RICE SNACK,0,8908001375252,GST @12%,130.00,130.00,0.000,96.30,0.000,IMPORTED FOODS,NOURISH ORGANICS,RICE AND RICE PRODUCTS,,,,
ORGANIC INDIA TEA TULSI INDIA BREAKFAST 18BAGS,ORGANIC INTEA TULSI,0,801541605040,Tax 5%,78.00,78.00,0.000,63.15,0.000,ORGANIC FOODS,ORGANIC ,ORGANIC TEA,,,,
ORGANIC INDIA TEA TULSI SWEET ROSE TEA 18BAGS,ORGANIC TUL SWT ROSE,30049011,801541605002,GST @12%,148.00,148.00,0.000,112.32,0.000,ORGANIC FOODS,ORGANIC ,ORGANIC TEA,,,,
ORGANIC INDIA TEA TULSI SWEET LEMON TEA 18 BAGS,ORG TULSI SWT LEMON,30049011,801541605033,GST @5%,154.00,154.00,1.000,124.67,0.000,ORGANIC FOODS,ORGANIC ,ORGANIC TEA,,,,
LOPCHU TEA ESTATE DARJEELING GOLDEN ORANGE PEKOE 250GM,LOPCHUU TEA ESTATE,69024040,8908000963023,GST @5%,455.00,455.00,5.000,377.00,0.000,DRINKS AND BEVERAGES,LOPCHU,TEA AND COFFEE,,,,
LOPCHU TEA ESTATE DARJEELING GOLDEN ORANGE PEKOE 500GM,LOPCH T EST GOL ORNG,69024040,8908000963016,GST @5%,875.00,875.00,0.000,725.00,0.000,DRINKS AND BEVERAGES,LOPCHU,TEA AND COFFEE,,,,
LOPCHU TEA ESTATE DARJEELING FLOWERY ORANGE PEKOE 500GM,LOP T EST FLRY ORNG,69024040,8908000963047,GST @5%,590.00,590.00,2.000,487.00,0.000,DRINKS AND BEVERAGES,LOPCHU,TEA AND COFFEE,,,,
BROOKE BOND RED LABEL TEA 31GM,B.BOND RED LABEL,9023010,8901030670749,GST @5%,10.00,10.00,37.000,7.33,0.000,DRINKS AND BEVERAGES,BROOKE BOND,TEA AND COFFEE,,,,
TETLEY GREEN TEA LONG LEAF 250GM,TETLEY L L GREEN TEA,902,8901052087440,GST @5%,210.00,210.00,2.000,169.49,0.000,DRINKS AND BEVERAGES,TETLEY,TEA AND COFFEE,,,,
TATA TEA AGNI 75GM,TATA TEA AGNI 75GM,9023020,8901052021338,GST @5%,20.00,20.00,0.000,13.69,0.000,DRINKS AND BEVERAGES,TATA,TEA AND COFFEE,,,,
TWINING LEMON FLAVOURED TEA 100 BAGS,TWININGS LEMON TEA,902,070177177089,GST @5%,830.00,830.00,1.000,705.80,0.000,DRINKS AND BEVERAGES,TWININGS,TEA AND COFFEE,,,,
TWINING GREEN TEA & LEMON 100BAGS,TWININGS GR. TEA & L,902,070177285227,GST @5%,870.00,870.00,0.000,739.80,0.000,DRINKS AND BEVERAGES,TWININGS,TEA AND COFFEE,,,,
BROOKE BOND TAAZA 50GM,BROOKE BOND TAAZA 50,0,8901030527937,Tax 5%,15.00,15.00,0.000,11.96,0.000,DRINKS AND BEVERAGES,BROOKE BOND,TEA AND COFFEE,,,,
NESTLE EVERYDAY DAIRY WHITENER 200GM,NESTLE EVERYDAY DAIR,4022990,8901058816129,GST @5%,86.00,86.00,0.000,75.84,0.000,PERSONAL CARE,NESTLE,TEA AND COFFEE,,,,
NESTLE EVERYDAY DAIRY WHITENER 1KG,NESTLE EVERYDAY  1KG,4022990,8901058816044,GST @5%,413.00,413.00,0.000,364.20,0.000,DRINKS AND BEVERAGES,NESTLE,TEA AND COFFEE,,,,
NESTLE EVERYDAY DAIRY WHITENER 400GM,NESTLE EVERYDAY 400G,4022990,8901058860542,GST @5%,169.00,169.00,0.000,149.03,0.000,DRINKS AND BEVERAGES,NESTLE,TEA AND COFFEE,,,,
NESTLE EVERYDAY DAIRY WHITENER 20GM,NESTLE EVERYDAY 20GM,4022990,8901058860801,GST @5%,10.00,10.00,3.000,8.82,0.000,DRINKS AND BEVERAGES,NESTLE,TEA AND COFFEE,,,,
COMPLAN MEMORY CHARGERS 200GM,COMPLAN MEMORY CHARG,19019090,8901542010736,GST @28%,145.00,145.00,0.000,103.93,0.000,DRINKS AND BEVERAGES,COMPLAN,ENERGY AND HEALTH DRINKS,,,,
COMPLAN NUTRI-GRO BADAM KHEER FLAVOUR 400GM,COM.NUTRI-GRO BADAM ,0,8901542009969,GST @12%,260.00,260.00,0.000,212.03,0.000,DRINKS AND BEVERAGES,COMPLAN,ENERGY AND HEALTH DRINKS,,,,
COMPLAN CHOCOLATE MILK DRINK JAR 200GM,COMPLAN CHOCO DRINK,0,8901542008535,GST @12%,130.00,130.00,0.000,106.02,0.000,DRINKS AND BEVERAGES,COMPLAN,ENERGY AND HEALTH DRINKS,,,,
BOURN VITA SHAKTI JAR 1KG,BOURN VITA S JAR 1KG,190190190,8901233030418,GST @18%,348.00,348.00,2.000,267.86,0.000,DRINKS AND BEVERAGES,BOURN VITA,ENERGY AND HEALTH DRINKS,,,,
COMPLAN MEMORY BADAM CHOCOLATE JAR 450GM,COMPLAN MEMORY BADAM,19019090,8901542000270,GST @18%,320.00,320.00,2.000,229.36,0.000,DRINKS AND BEVERAGES,COMPLAN,ENERGY AND HEALTH DRINKS,,,,
COMPLAN COMPLETE PLANNED MILK DRINK 500GM,COM.CHO MILK  DRINK,0,8901542004599,GST @12%,245.00,245.00,1.000,191.64,0.000,DRINKS AND BEVERAGES,COMPLAN,ENERGY AND HEALTH DRINKS,,,,
COMPLAN PISTA BADAM FLAVOUR 500GM,COMPLAN PISTA BADAM,19019090,8901542000102,GST @18%,290.00,290.00,1.000,225.48,0.000,DRINKS AND BEVERAGES,COMPLAN,ENERGY AND HEALTH DRINKS,,,,
COMPLAN NATURAL COMPLETE PLANNED MILK DRINK 500GM,COMPLAN NATURAL DRIN,0,8901542004605,GST @12%,218.00,218.00,0.000,177.78,0.000,DRINKS AND BEVERAGES,COMPLAN,ENERGY AND HEALTH DRINKS,,,,
COMPLAN STRAWBERRY MILK DRINK 500GM,C. STRAWBERRY DRINK,0,04513,GST @12%,225.00,225.00,0.000,183.49,0.000,DRINKS AND BEVERAGES,COMPLAN,ENERGY AND HEALTH DRINKS,,,,
COMPLAN MEMORY CHARGERS 400GM,COMPLAN MEMORY CHARG,0,8901542009754,GST @12%,245.00,245.00,0.000,199.80,0.000,DRINKS AND BEVERAGES,COMPLAN,ENERGY AND HEALTH DRINKS,,,,
COMPLAN PISTA BADAM DRINK 200GM,COMPLAN PISTA BADAM,0,8901542011283,GST @12%,130.00,130.00,0.000,106.02,0.000,DRINKS AND BEVERAGES,COMPLAN,ENERGY AND HEALTH DRINKS,,,,
COMPLAN PISTA BADAM DRINK 400GM,COMPLAN PISTA BADAM,0,8901542016714,GST @28%,280.00,280.00,0.000,228.34,0.000,DRINKS AND BEVERAGES,COMPLAN,ENERGY AND HEALTH DRINKS,,,,
COMPLAN KESAR BADAM DRINK 200GM,COMPLAN KESAR BADAM,19019090,8901542011252,GST @28%,120.00,120.00,0.000,97.86,0.000,DRINKS AND BEVERAGES,COMPLAN,ENERGY AND HEALTH DRINKS,,,,
COMPLAN NUTRIGRO CHOCOLATE DRINK 400GM,COM. NUTRIGRO CHO,0,8901542009785,GST @12%,275.00,275.00,0.000,224.26,0.000,DRINKS AND BEVERAGES,COMPLAN,ENERGY AND HEALTH DRINKS,,,,
COMPLAN CHOCOLATE DRINK 200GM,C. CHOCOLATE DRINK,0,8901542004926,GST @12%,120.00,120.00,0.000,97.86,0.000,DRINKS AND BEVERAGES,COMPLAN,ENERGY AND HEALTH DRINKS,,,,
HORLICKS STRAWBERRY 500GM,HORLICKS STRAWBERRY,0,04522,GST @12%,212.00,212.00,0.000,174.49,0.000,DRINKS AND BEVERAGES,HORLICKS,ENERGY AND HEALTH DRINKS,,,,
HORLICKS LITE REGULAR MALT JAR 450GM,HORLICKS LITE REGULA,1901,8901571002191,GST @18%,278.00,278.00,1.000,218.14,0.000,DRINKS AND BEVERAGES,HORLICKS,ENERGY AND HEALTH DRINKS,,,,
NESTLE LACTOGEN 1 INFANT FORMULA POWDER 400GM,NESTLE LACTOGEN 1,19011090,8901058815528,GST @18%,285.00,285.00,1.000,232.42,0.000,BABY FOODS,NESTLE,,,,,
NESTLE LACTOGEN 3 FOLLOW UP FORMULA POWDER 400GM,NES LAC 3 FU FORMULA,19011090,8901058859386,GST @18%,277.00,277.00,1.000,215.36,0.000,BABY FOODS,NESTLE,,,,,
NESTLE NAN PRO 3 400GM,NESTLE NAN PRO 3 400,19011090,8901058814927,GST @18%,525.00,525.00,1.000,408.18,0.000,BABY FOODS,NESTLE,,,,,
NESTLE LACTOGEN 4 FOLLOW UP POWDER FOR OLDER INFANTS 400GM,NESTLE LACTOGEN 4,19011090,8901058852325,GST @18%,272.00,272.00,2.000,211.48,0.000,BABY FOODS,NESTLE,,,,,
NESTLE NAN PRO 2 400GM,NESTLE NAN PRO 2 4GM,19011090,8901058814941,GST @18%,530.00,530.00,2.000,412.07,0.000,BABY FOODS,NESTLE,,,,,
NESTLE LACTOGEN 2 FOLLOW UP FORMULA POWDER 400GM,NESTLE LACTOGEN 2,19011090,8901058856163,GST @18%,292.00,292.00,2.000,227.03,0.000,BABY FOODS,NESTLE,,,,,
NESTLE CERELAC WHEAT RICE MIXED FRUIT STAGE3 300GM,NESTLE C.RICE MIXED ,19011090,8901058848472,GST @18%,229.00,229.00,2.000,178.04,0.000,BABY FOODS,NESTLE,,,,,
NESTLE CERELAC WHEAT APPLE STAGE 1 IRON FORTIFIED 300GM,NESTLE C.WHEAT APPLE,19011090,8901058849578,GST @18%,179.00,179.00,1.000,139.17,0.000,BABY FOODS,NESTLE,,,,,
NESTLE CERELAC WHEAT ORANGE IRON FORTIFIED 300GM STAGE 2,N. CERELAC WHEAT ORG,19011090,8901058844566,GST @18%,207.00,207.00,2.000,163.27,0.000,BABY FOODS,NESTLE,,,,,
NESTLE CERELAC WHEAT RICE MIXED VEG 300GM,N.CERELAC WHT M VEG,0,8901058815429,GST @18%,202.00,202.00,0.000,164.73,0.000,BABY FOODS,NESTLE,,,,,
NESTLE CERELAC WHEAT STAGE1 300GM,NESTLE CERELAC WHEAT,19011090,8901058849585,GST @18%,169.00,169.00,3.000,131.39,0.000,BABY FOODS,NESTLE,,,,,
NESTLE CERELAC WHEAT HONEY STAGE2 IRON FORTIFIED 300GM,NESTLE C.WHEAT HONEY,19011090,8901058849615,GST @18%,210.00,210.00,2.000,163.27,0.000,BABY FOODS,NESTLE,,,,,
NESTLE CERELAC WHEAT APPLE CHERRY IRON FORTIFIED STAGE2 300GM,NESTLE C.APPLE CHERY,19011090,8901058844559,GST @18%,205.00,205.00,3.000,159.38,0.000,BABY FOODS,NESTLE,,,,,
NESTLE CERELAC RICE VEGETABLES IRON FORTIFIED 300GM,NESTLE CERELAC 350G,19011090,8901058849745,GST @18%,210.00,210.00,1.000,163.27,0.000,BABY FOODS,NESTLE,,,,,
FRESHWRAPP ALUMINIUM FOIL 18MTR,ALMINIUM FOIL 18MTR,76071991,8902587181115,GST @18%,97.00,90.00,4.000,59.33,0.000,HOUSEHOLD;KITCHEN;BATHROOM,FRESHWRAPP,HOUSEHOLD ACCESSORIES,,,,
FRESHWRAPP ALUMINIUM FOIL 9MTR,ALMINIUM FOIL 9MTR,76071991,8902587091117,GST @18%,71.00,58.00,7.000,35.60,0.000,HOUSEHOLD;KITCHEN;BATHROOM,FRESHWRAPP,HOUSEHOLD ACCESSORIES,,,,
FRESHWRAPP ALUMINIUM FOIL 72MTR,ALUMINIUM FOIL 72MTR,76071991,8902587721113,GST @18%,357.00,330.00,3.000,208.47,0.000,HOUSEHOLD;KITCHEN;BATHROOM,FRESHWRAPP,HOUSEHOLD ACCESSORIES,,,,
FRESHWRAPP ALUMINIUM FOIL SHEET 50 SHEETS,ALUMINIUM FOIL SHEET,76071991,8902587501111,GST @18%,67.00,60.00,4.000,42.38,0.000,HOUSEHOLD;KITCHEN;BATHROOM,FRESHWRAPP,HOUSEHOLD ACCESSORIES,,,,
ZIP WRAP CLING FILM 30X30CM,ZIP WRAP CLING FILM,0,881949005031,Tax 5%,85.00,80.00,0.000,52.35,0.000,HOUSEHOLD;KITCHEN;BATHROOM,ZIP WRAP,HOUSEHOLD ACCESSORIES,,,,
ZIPOUCH RETAINS FRESHNESS LONGER COMBO 10 BAGS,ZIPOUCH RETAINS FRES,0,881949003006,Tax 5%,81.00,81.00,0.000,64.29,0.000,HOUSEHOLD;KITCHEN;BATHROOM,ZIPOUCH,HOUSEHOLD ACCESSORIES,,,,
ZIPOUCH FRESH-N-LOC SMALL 10 BAGS,ZIPOUCH FRESH-N-LOC,0,881949000012,Tax 5%,80.00,80.00,0.000,60.95,0.000,HOUSEHOLD;KITCHEN;BATHROOM,ZIPOUCH,HOUSEHOLD ACCESSORIES,,,,
